id_number	mz	rtime	empCpd	neutral_formula	ion_relation	rtime_left_base	rtime_right_base	parent_masstrack_id	peak_area	cSelectivity	goodness_fitting	snr	detection_counts	Bile_Acid_STD_HILICpos
F2187	300.181	0.37	1822	C15H22O5	singleton	0.11	0.9	2726	1036459	1.0	0.88	208	1	1043463
F2190	328.9152	1.16	1824	C10H12Br2O	singleton	0.11	2.6	2879	423829779	1.0	0.97	163944	1	1588332155
F2191	328.9685	41.67	1825	C12H7BrClNO2	singleton	40.49	42.19	2881	754230	1.0	0.98	100	1	768237
F2197	329.1572	30.11	1828	C12H17N5O5	singleton	29.46	31.69	2882	2557613	1.0	0.92	277	1	2576542
F2200	329.936	362.17	1829	C9H6F3IO2	singleton	360.6	363.75	2885	4665121	1.0	0.96	252	1	4721119
F2202	329.9889	41.93	kp109_328.9814		M0,M+H+	40.49	43.51	2886	76187122	0.86	0.86	283	1	76211122
F2210	241.1801	26.83	1830	C14H24O3	singleton	25.91	27.75	2242	838655	1.0	0.99	100	1	877258
F2212	301.1371	56.28	1832	C11H15N4O5	singleton	54.7	57.85	2732	6060887	1.0	0.96	370	1	6134738
F2218	241.9991	2.73	1836	C8H4ClF4NO	singleton	1.95	4.31	2247	4066051	1.0	0.72	274	1	4105194
F2223	302.1971	26.7	1839	C15H24O5	singleton	25.78	28.28	2740	2366001	1.0	0.97	232	1	2386010
F2225	302.2479	36.55	kp110_301.2408		M0,M+H+	35.37	38.12	2742	9991797	1.0	0.91	1009	1	10013797
F2226	262.1656	0.63	_singleton_1841	C12H23NO5	singleton	0.11	1.29	2440	2233149	1.0	0.97	298	1	2243153
F2228	262.1656	27.75	1843	C12H23NO5	singleton	26.7	28.28	2440	1133757	1.0	0.98	185	1	1130204
F2230	331.9843	42.59	1845	C9H3Cl2F7	singleton	41.01	44.16	2896	5896331	1.0	0.87	365	1	5907244
F2233	332.207	27.09	1848	C16H26O6	singleton	26.31	28.01	2897	961931	1.0	0.99	114	1	975937
F2235	332.8966	363.22	1849	C8H5BrCl3NO	singleton	362.7	364.8	2898	3725945	1.0	0.78	323	1	3863177
F2237	263.028	409.44	_singleton_1850	C9H13NO4S2	singleton	402.22	410.1	2444	34245633	1.0	0.81	93	1	5296932
F2238	263.028	411.81	1851	C9H13NO4S2	singleton	410.1	460.39	2444	29102790	1.0	0.94	91	1	29496040
F2239	303.1411	312.93	1852	C12H21N3O6	singleton	311.36	314.51	2747	5593699	1.0	0.96	64	1	5588617
F2243	304.1617	308.99	1854	C11H21N5O5	singleton	307.42	310.31	2750	2286713	1.0	0.97	172	1	2302074
F2246	263.1278	26.31	_singleton_1855	C14H16N4	singleton	24.99	27.36	2447	3423201	1.0	0.92	401	1	3442201
F2247	263.1278	28.67	1856	C14H16N4	singleton	27.36	30.11	2447	13315243	1.0	0.92	1640	1	13337243
F2251	304.1762	26.96	1647	C15H19N5O	singleton	25.91	28.14	2751	1706735	1.0	0.94	13	1	1724743
F2257	304.2124	27.36	1862	C15H29NO5	singleton	26.44	28.14	2753	1329444	1.0	0.99	170	1	1314201
F2259	242.2844	69.57	1864	C16H35N	singleton	68.0	71.15	2256	11309585	1.0	0.99	435	1	11408663
F2260	334.1861	27.49	1865	C16H21N5O2	singleton	26.83	28.28	2907	892530	1.0	1.0	131	1	904536
F2264	304.3	47.05	kp112_303.2928		M0,M+H+	45.48	48.63	2755	5583840	1.0	1.0	203	1	5626751
F2265	264.171	0.37	_singleton_1867	C14H18N2O2	singleton	0.11	0.9	2454	1328941	1.0	0.96	283	1	1417548
F2266	264.171	122.02	1868	C14H18N2O2	singleton	120.44	123.6	2454	2346322	1.0	0.98	123	1	2379187
F2269	335.3171	2.34	_singleton_1869	C22H41NO	singleton	1.81	3.78	2913	1913042	0.75	0.83	277	1	1974045
F2271	243.9794	41.8	_singleton_1871	C9H10BrNS	singleton	40.22	42.46	2263	6296065	0.85	0.93	13	1	6307910
F2272	243.9794	43.51	1872	C9H10BrNS	singleton	42.46	44.95	2263	8028059	0.85	0.93	12	1	8050983
F2273	264.2073	243.92	_singleton_1873	C15H22N2O	singleton	158.15	245.5	2456	38457705	0.97	0.75	10	1	33524618
F2274	264.2073	246.55	1874	C15H22N2O	singleton	245.5	253.9	2456	5718252	0.97	0.97	10	1	5808116
F2277	336.2018	27.23	1876	C15H29NO7	singleton	26.44	28.14	2916	924491	1.0	0.96	119	1	938498
F2278	336.3109	0.63	1877	C18H39NO3	singleton	0.11	1.16	2917	17657467	1.0	0.98	5312	1	17666467
F2279	336.3262	27.75	1870	C22H41NO	singleton	26.7	28.14	2918	930117	1.0	0.85	119	1	996880
F2280	264.9763	417.19	1878	C4H3F7O3S	singleton	401.3	464.86	2458	44271322	1.0	0.77	29	1	44766057
F2284	305.1163	220.81	1881	C20H14O2	singleton	142.01	297.96	2756	57934578	1.0	0.76	7	1	59135314
F2286	337.2122	92.68	1882	C21H30O2	singleton	91.11	94.26	2921	7355342	0.88	0.97	388	1	7395043
F2288	265.0072	42.59	_singleton_1883	C6H11O8P	singleton	41.01	44.03	2459	26148122	0.73	0.8	12	1	26172122
F2291	305.8995	1.55	1886	C6H10O2S6	singleton	0.76	1.68	2759	27791624	1.0	0.75	7397	1	27799624
F2294	265.1046	299.41	1889	C12H15N3O4	singleton	297.83	300.85	2460	1530772	1.0	0.94	87	1	1556110
F2295	306.0487	270.26	kp411_305.0414		M0,M+H+	268.68	271.83	2761	4462247	1.0	0.97	273	1	4492151
F2296	265.1118	218.06	1890	C12H17N4OS	singleton	216.48	219.63	2461	4658332	0.96	0.93	225	1	4703086
F2299	338.0156	411.94	_singleton_1892	C14H9ClF3NO2	singleton	411.54	412.6	2926	3651212	0.71	0.87	4	1	3613741
F2311	244.1188	313.2	1463	C11H14O5	singleton	311.62	314.77	2271	3489534	0.78	0.91	6	1	3518666
F2312	338.3418	27.23	kp412_337.3343		M0,M+H+	26.17	28.28	2927	3339491	1.0	0.98	366	1	3356496
F2314	244.1292	320.81	_singleton_1421	C10H15N3O3	singleton	319.24	322.39	2272	3662554	0.78	0.94	8	1	3652648
F2315	244.1292	326.72	1422	C10H15N3O3	singleton	325.28	328.3	2272	3761919	0.78	0.72	10	1	3794417
F2316	244.1333	27.88	1903	C15H17NO2	singleton	27.09	28.41	2273	1559179	1.0	0.99	285	1	1570182
F2318	307.2856	2.47	1905	C18H38NO	singleton	1.95	3.78	2765	2117490	1.0	0.97	278	1	2092867
F2319	265.2165	26.44	_singleton_1906	C17H26O	singleton	25.78	27.62	2464	937642	1.0	0.97	101	1	952648
F2321	244.1551	27.09	1908	C12H18O4	singleton	25.91	28.41	2274	3477992	1.0	0.98	14	1	3531676
F2323	244.1909	27.09	kp114_243.1836		M0,M+H+	26.17	28.14	2275	11548878	1.0	0.98	1335	1	11564878
F2324	244.2384	2.47	1910	C13H29N3O	singleton	1.95	3.52	2276	728324	1.0	0.93	112	1	726129
F2326	244.2749	2.47	1911	C14H33N3	singleton	1.95	3.52	2277	3148891	1.0	0.88	56	1	3182733
F2327	308.025	25.91	1912	C9H11IN2O	singleton	24.47	27.23	2769	5011893	1.0	0.99	508	1	5008311
F2334	339.228	250.88	1917	C21H32O2	singleton	249.31	252.46	2934	4411967	0.96	0.96	44	1	4467679
F2335	339.2681	157.1	kp115_338.261		M0,M+H+	155.78	158.54	2935	12432668	1.0	0.97	1056	1	12454668
F2338	339.2889	26.04	1920	C21H36O2	singleton	25.26	27.62	2936	1671212	1.0	0.91	160	1	1721223
F2339	308.1157	3.13	1921	C18H16N2O3	singleton	2.08	4.57	2772	4529000	1.0	0.81	11	1	4556136
F2342	308.201	57.59	kp116_307.1939		M0,M+H+	56.01	59.17	2773	9611630	1.0	0.99	671	1	9668838
F2348	245.0634	313.72	1925	C8H14O7	singleton	312.14	315.3	2282	9849945	0.96	0.98	19	1	9891839
F2349	308.2796	27.75	1926	C16H35NO3	singleton	26.7	28.67	2776	3820536	1.0	1.0	454	1	3885667
F2352	340.9356	1.29	102825		singleton	1.03	2.08	2941	29191447	1.0	0.71	6337	1	29200447
F2358	309.0598	411.81	_singleton_1931	C14H15BrN2	singleton	411.15	412.73	2778	6884017	0.73	0.87	8	1	6899364
F2361	309.3017	2.47	1933	C20H39NO	singleton	1.95	3.65	2780	1063634	1.0	0.9	170	1	1091745
F2362	245.1358	195.69	_singleton_1934	C8H14N6O2	singleton	194.12	197.27	2284	5572219	0.92	0.98	6	1	5655545
F2368	341.3051	25.39	kp118_340.2979		M0,M+H+	24.47	26.96	2945	24228514	1.0	0.95	1286	1	24248514
F2371	341.3529	26.57	1939	C21H41NO	singleton	25.52	27.88	2946	3994582	1.0	0.99	442	1	4030856
F2372	245.9781	41.28	_singleton_1940	C6H11ClO4S2	singleton	40.09	42.33	2289	3221705	0.81	0.93	14	1	3250820
F2373	245.9781	42.98	1941	C6H11ClO4S2	singleton	42.33	44.56	2289	4175986	0.83	0.81	15	1	4174983
F2374	341.9354	1.68	1942	C10H6F3IO2	singleton	1.29	2.21	2947	15805947	1.0	0.8	474	1	15813947
F2392	310.1414	53.65	_singleton_1959	C17H21NO3	singleton	52.21	54.96	2787	2364254	0.79	0.97	201	1	2386263
F2393	310.1414	330.53	1960	C17H21NO3	singleton	328.95	332.1	2787	8743439	0.96	0.96	450	1	8817207
F2394	266.1387	333.68	1961	C14H16O4	singleton	332.1	335.25	2470	4833228	1.0	0.96	109	1	4919502
F2395	342.1483	109.83	1962	C15H23N3O4S	singleton	108.25	111.31	2949	8149905	0.89	0.97	409	1	8241896
F2398	246.1197	289.69	_singleton_1964	C8H12N4O4	singleton	288.12	290.35	2291	6841296	0.72	0.77	106	1	6843179
F2400	342.9308	1.29	kp120_300.897		M0,ACN	1.03	2.08	2952	242077555	1.0	0.78	52612	1	242086555
F2402	246.1449	284.83	_singleton_1966	C10H16N2O4	singleton	283.26	286.28	2293	2927145	0.81	0.87	8	1	2935504
F2403	310.2741	25.26	1968	C19H32O2	singleton	24.47	26.83	2789	1666184	1.0	0.9	175	1	1696030
F2405	343.1978	304.27	1969	C18H33As	singleton	302.69	305.84	2955	5238686	1.0	0.98	217	1	5290695
F2408	246.1708	2.6	kp456_468.8494		M0,M+H+, 2x charged	2.08	3.26	2294	663197	1.0	0.95	118	1	673201
F2409	246.1708	27.75	1973	C12H23NO4	singleton	26.31	28.28	2294	1144645	1.0	0.91	115	1	1160651
F2417	344.2071	26.44	1978	C18H29N2O3	singleton	25.91	27.75	2960	1001334	1.0	0.94	121	1	1016342
F2422	267.1239	29.85	kp113_264.1107		13C/12C*2,M+H+	29.06	31.3	2482	10024631	1.0	0.96	1087	1	10042631
F2424	267.1704	139.08	kp123_266.1632		M0,M+H+	137.5	140.69	2485	14487264	1.0	1.0	914	1	14622482
F2425	247.0938	247.34	_singleton_1982	C10H8N6O	singleton	245.76	247.99	2299	2790537	0.73	0.91	11	1	2841183
F2426	247.0938	249.31	1983	C10H8N6O	singleton	247.99	250.62	2299	4102263	0.76	0.89	14	1	4104971
F2434	248.0218	362.17	1981	C8H9NO6S		360.6	363.75	2305	7778911	1.0	0.99	562	1	7839760
F2435	248.0591	25.65	_singleton_1986	C9H10O5S	singleton	24.6	25.78	2307	3860826	0.86	0.76	1080	1	3870826
F2436	248.0591	26.31	1987	C9H10O5S	singleton	26.17	27.09	2307	3239022	0.89	0.71	814	1	3247022
F2438	312.3263	26.57	1989	C20H38O	singleton	25.78	27.75	2800	1598759	1.0	0.98	178	1	1634672
F2439	248.078	299.41	1990	C12H12N2O4	singleton	297.83	300.98	2308	6598749	1.0	0.9	390	1	6678876
F2441	312.9431	1.55	1991	C10H5Cl3O4	singleton	1.03	1.95	2802	4793879	1.0	0.9	1053	1	4801879
F2445	248.1502	0.5	kp392_206.1166		M0,ACN	0.11	1.16	2312	1908398	1.0	0.92	383	1	1917403
F2447	346.1222	32.74	1994	C17H19N3O3S	singleton	31.82	34.18	2972	1658875	1.0	0.98	167	1	1677884
F2448	346.1723	328.56	1995	C13H21N5O5	singleton	327.38	330.13	2973	3877827	0.81	0.86	183	1	3940122
F2449	249.0587	25.78	1996	C8H10N4O4	singleton	24.99	27.23	2314	992665	1.0	0.9	106	1	1010674
F2450	346.2224	26.83	1997	C18H24N4O2	singleton	26.04	27.88	2974	1219071	1.0	0.96	131	1	1279584
F2451	249.1082	298.36	1998	C9H13NO6	singleton	296.78	299.93	2315	3853809	1.0	0.93	74	1	3912089
F2452	313.1622	30.11	1999	C14H26O6	singleton	29.46	31.3	2806	1067877	1.0	0.95	152	1	1174987
F2454	313.2737	25.52	kp124_312.2665		M0,M+H+	24.6	27.09	2807	30440544	1.0	0.9	4057	1	30460544
F2455	313.2737	32.61	2001	C19H34O2	singleton	32.21	33.66	2807	963276	0.8	0.71	23	1	975276
F2456	313.3211	28.41	2002	C19H37NO	singleton	27.88	28.93	2808	514190	1.0	0.88	104	1	523194
F2457	346.9398	2.6	kp122_343.9263		13C/12C*2,M+H+	2.21	3.92	2976	1244720	0.83	0.79	84	1	1258726
F2459	249.1708	0.37	2003	C12H22O4	singleton	0.24	1.03	2318	1388041	1.0	0.74	244	1	1664381
F2463	347.0865	301.38	_singleton_2004	C10H12N5O6P	singleton	299.8	302.95	2979	5491018	1.0	0.96	415	1	5532460
F2464	347.0865	304.79	2005	C10H12N5O6P	singleton	303.22	306.37	2979	4705837	1.0	0.94	293	1	4708516
F2465	249.9799	41.41	kp419_248.972		M0,M+H+	40.09	42.33	2321	4408309	0.91	0.92	25	1	4373823
F2466	249.9799	42.98	kp418_248.972		M0,M+H+	42.33	44.56	2321	5152814	0.82	0.77	23	1	5204093
F2469	269.0809	29.72	2008	C8H14N2O5S	singleton	29.19	31.3	2504	2581442	1.0	0.98	349	1	2598449
F2470	269.1244	299.41	1660	C11H16N4O4	singleton	297.83	300.98	2506	4685179	1.0	0.96	183	1	4763446
F2471	269.1752	26.7	1654	C15H24O4		25.78	28.14	2507	1360335	1.0	0.84	107	1	1379344
F2475	347.9658	369.53	2011	C15H10BrClN2O	singleton	364.27	383.97	2982	12431891	1.0	0.87	20	1	12594838
F2476	315.1623	40.22	2012	C19H23ClN2	singleton	38.78	41.8	2820	5057250	1.0	1.0	439	1	5109286
F2477	269.9788	42.19	2013	C7H7FIN	singleton	40.62	43.77	2514	9133703	1.0	0.97	617	1	9200628
F2486	250.1664	2.47	2020	C14H22N2O2	singleton	1.95	3.26	2325	706460	1.0	0.97	108	1	736244
F2488	270.3156	66.55	kp125_269.3084		M0,M+H+	64.98	68.13	2518	109793321	1.0	0.98	152	1	109818321
F2490	270.9755	42.19	2022	C7ClF7	singleton	40.88	43.77	2519	4068410	1.0	0.92	283	1	4152426
F2493	271.1806	55.88	2025	C17H22N2O	singleton	54.31	57.46	2522	6256793	1.0	0.99	413	1	6322667
F2497	365.9556	42.19	2028	C12F10S	singleton	40.62	43.51	3072	6728750	1.0	0.98	468	1	6796301
F2498	272.15	0.5	2029	C13H18O5	singleton	0.11	1.03	2525	1128965	1.0	0.88	227	1	1136967
F2500	367.2452	28.67	2031	C19H36O5	singleton	27.75	30.25	3075	6401510	1.0	0.93	562	1	6440652
F2503	272.2222	26.83	2034	C15H29NO3	singleton	25.78	27.88	2527	1690500	1.0	0.95	169	1	1726580
F2504	272.3061	2.47	2035	C16H37N3	singleton	1.95	3.65	2528	1295240	1.0	0.88	86	1	1272763
F2506	273.0913	27.36	2036	C11H14N2O3S	singleton	26.31	28.14	2530	1823075	1.0	0.99	246	1	1838080
F2507	273.1083	251.54	kp421_272.101		M0,M+H+	249.96	253.12	2531	4075800	0.96	0.95	10	1	4112806
F2521	273.1673	42.72	2050	C12H26O5	singleton	41.8	43.24	2532	1177416	1.0	0.91	14	1	1164031
F2522	369.2392	28.01	2051	C19H29NO5	singleton	26.96	28.54	3081	2795422	1.0	0.99	492	1	2808427
F2523	432.3109	157.36	kp126_431.3035		M0,M+H+	155.78	158.94	3314	138835419	1.0	0.98	11298	1	138860419
F2524	369.945	41.67	_singleton_2052	C5Cl2F10O2	singleton	40.22	42.33	3082	4525046	0.97	0.97	56	1	4722318
F2525	369.945	42.85	2053	C5Cl2F10O2	singleton	42.33	44.43	3082	5817045	0.97	0.75	56	1	5827598
F2526	432.8217	1.29	102827		singleton	0.63	1.68	3315	14003167	1.0	0.95	4044	1	14012167
F2527	432.8591	362.17	2054	C13H10BrCl2O2PS		360.6	363.75	3316	3704903	1.0	0.85	176	1	3743052
F2532	369.965	3.26	kp459_738.4187		M0,M+H+, 2x charged	2.34	4.83	3085	4383100	1.0	0.86	66	1	4402086
F2533	369.9726	369.79	2056	C13H8ClF2NO4S	singleton	368.21	371.36	3086	2629684	1.0	0.93	148	1	2681531
F2534	274.0923	296.91	2057	C10H13N5O3	singleton	295.34	297.83	2535	1520018	0.77	0.84	13	1	1537115
F2535	370.9623	3.78	kp127_328.9287		M0,ACN	2.47	5.39	3088	5217844	0.84	0.71	154	1	5240844
F2536	274.1033	344.84	2058	C10H12N2O6	singleton	339.59	353.51	2536	4794889	0.98	0.78	26	1	4916261
F2539	433.8192	1.29	2059	C8H4Cl6N2O6	singleton	0.5	1.81	3321	56428780	1.0	0.83	11683	1	56439780
F2540	371.1013	26.17	2060	C19H17NO7	singleton	24.6	27.75	3090	54006818	1.0	0.98	5590	1	54031818
F2541	371.3154	0.5	2061	C22H42O4	singleton	0.11	1.29	3091	58844841	1.0	0.99	15667	1	58854841
F2546	274.1657	0.63	_singleton_2064	C13H20O5	singleton	0.11	1.16	2540	1385353	1.0	0.88	222	1	1394355
F2547	274.1657	28.14	2065	C13H20O5	singleton	26.57	28.67	2540	2389417	1.0	0.87	311	1	2427488
F2549	372.1015	25.91	2066	C15H17ClN3O3S	singleton	24.86	26.96	3093	14588479	1.0	0.98	1735	1	14605479
F2551	372.2325	32.48	2067	C26H29NO	singleton	31.56	34.05	3094	1363928	1.0	0.91	167	1	1394632
F2552	274.2017	26.96	1731	C14H24O4	singleton	25.91	27.75	2541	1373989	1.0	0.96	144	1	1388995
F2561	350.3267	27.36	2072	C19H41NO3	singleton	26.44	28.28	2995	1661115	1.0	0.99	191	1	1676121
F2569	274.9767	362.17	_singleton_2079	C9H11Cl2O2P	singleton	359.55	365.06	2546	3354199	1.0	0.83	107	1	3407817
F2571	275.0147	41.67	2081	C9H14Cl2N2S	singleton	40.22	42.98	2548	2683019	0.88	0.88	61	1	2705029
F2572	351.3119	163.31	2082	C20H42NO2	singleton	161.73	164.89	2998	9791952	0.71	0.93	7	1	9890489
F2574	438.3789	28.14	2084	C23H48O6	singleton	26.7	28.54	3336	983934	0.91	0.85	25	1	1066098
F2575	351.9413	362.17	kp414_309.9075		M0,ACN	360.6	363.75	2999	7643325	0.96	0.93	376	1	7718099
F2576	352.1003	301.77	2085	C14H19NO8	singleton	300.2	303.35	3001	2183355	1.0	0.87	92	1	2244387
F2578	352.1481	271.05	2086	C17H19F2N3O3	singleton	269.47	272.62	3002	2597320	0.93	0.92	39	1	2619765
F2580	275.1311	56.93	2088	C16H19ClN2	singleton	55.36	58.51	2550	4197384	1.0	0.97	258	1	4222278
F2581	276.1226	26.57	kp422_275.1157		M0,M+H+	25.52	27.88	2554	11172964	1.0	0.96	99	1	11191964
F2582	352.3054	28.41	2089	C18H38O5	singleton	27.36	29.06	3004	2710443	1.0	0.97	341	1	2797778
F2584	276.1806	27.62	2090	C13H25NO5	singleton	26.17	28.28	2555	1171378	1.0	0.93	131	1	1214388
F2586	276.1959	362.04	2092	C17H23NO	singleton	360.47	363.62	2556	3117682	0.88	0.88	87	1	3187331
F2588	440.3583	30.11	2093	C22H46O7	singleton	29.59	31.56	3345	1660488	1.0	0.85	219	1	1676493
F2589	440.4098	26.31	2094	C27H53NO3	singleton	25.26	27.62	3346	1296054	1.0	0.96	125	1	1331091
F2600	443.2063	27.23	2103	C25H28O6	singleton	26.31	27.75	3350	813563	1.0	0.92	110	1	859267
F2601	443.2331	46.13	2104	C28H31N2O3	singleton	44.56	47.58	3351	4346135	1.0	0.99	345	1	4412572
F2602	443.2773	33.0	2105	C20H41O7P	singleton	31.56	34.32	3352	1416022	1.0	0.96	136	1	1444487
F2605	444.3798	27.36	kp133_443.3728		M0,M+H+	26.7	28.01	3355	18044181	1.0	0.93	2684	1	18055181
F2606	277.1216	217.14	_singleton_2108	C9H19N5O3S	singleton	136.19	221.08	2561	43848115	1.0	0.77	12	1	28370208
F2607	277.1216	234.47	2109	C9H19N5O3S	singleton	221.08	254.03	2561	16194904	1.0	0.88	12	1	16456562
F2608	373.098	25.91	2110	C19H19NO5S	singleton	24.73	27.23	3097	8611278	1.0	0.99	901	1	8633066
F2609	353.2224	27.23	2111	C22H28N2O2	singleton	26.57	28.54	3011	3504738	1.0	0.91	380	1	3520745
F2610	353.2661	28.01	2112	C19H38O4	singleton	27.23	28.8	3012	22441933	1.0	0.88	4528	1	22454933
F2611	277.1281	26.83	kp423_276.1211		M0,M+H+	26.04	28.01	2562	3308281	1.0	0.98	389	1	3324286
F2615	446.1208	25.91	2114	C22H22O10	singleton	24.6	27.36	3360	4508416	1.0	0.99	502	1	4541548
F2616	446.2538	28.67	kp134_445.2464		M0,M+H+	27.09	30.25	3361	520466312	1.0	0.92	8270	1	520491312
F2623	353.9932	465.91	_singleton_2120	C6HF10N3O3	singleton	429.27	481.14	3018	74432419	0.74	0.8	3	1	43771463
F2628	354.3369	27.49	kp424_353.3293		M0,M+H+	26.31	28.41	3020	3320538	1.0	1.0	396	1	3381397
F2629	448.2544	26.44	2125	C21H34O9	singleton	25.78	27.49	3366	1229499	1.0	0.98	160	1	1243505
F2631	448.26	30.11	2126	C24H37ClN4O2	singleton	29.85	31.56	3367	3753305	1.0	0.76	888	1	3767305
F2632	354.9542	3.39	2127	C3H9BrPb	singleton	2.21	4.44	3022	803687	1.0	0.87	103	1	816031
F2633	355.0699	26.04	2128	C12H16O9S	singleton	24.6	27.62	3024	32289036	1.0	0.98	3415	1	32313036
F2638	355.2838	28.41	kp409_332.2939		M0,Na/H	27.23	29.33	3025	8570749	1.0	0.84	1305	1	8587749
F2639	449.2777	329.74	2133	C27H45Br	singleton	324.09	333.81	3370	4997067	1.0	0.96	116	1	5082160
F2640	449.3376	157.49	2134	C29H46O2	singleton	156.31	159.07	3371	1626377	1.0	0.95	156	1	1633206
F2641	355.9339	2.21	2135	C13H9BrO5S	singleton	1.68	2.86	3027	1127639	1.0	0.96	227	1	1137641
F2643	356.0699	25.78	2137	C16H13ClFNO4	singleton	24.6	27.36	3030	8544527	1.0	0.98	836	1	8595227
F2645	450.2046	26.57	kp425_449.1973		M0,M+H+	25.65	28.01	3373	6455103	1.0	0.98	720	1	6474112
F2646	450.3214	157.36	kp135_449.3138		M0,M+H+	155.78	158.94	3374	110435017	1.0	0.99	8707	1	110460017
F2647	450.3577	0.63	2139	C27H44O4	singleton	0.11	0.9	3375	18952308	1.0	0.93	5981	1	18959308
F2649	450.3792	32.21	2140	C25H51N2O3	singleton	31.3	33.66	3376	1126273	1.0	0.92	124	1	1145282
F2650	356.8965	361.12	_singleton_2141	C9H8Br2O4	singleton	359.55	361.91	3032	3936738	1.0	0.95	347	1	3971227
F2651	356.8965	363.49	2142	C9H8Br2O4	singleton	361.91	365.06	3032	6725267	1.0	0.93	361	1	6802237
F2654	357.0665	25.78	2144	C18H13ClFN3O2	singleton	24.73	27.09	3036	3696495	1.0	0.96	423	1	3751679
F2656	452.2013	26.83	2145	C24H30F2O6	singleton	26.17	27.49	3383	894524	1.0	0.93	139	1	936191
F2658	278.1476	0.76	kp444_555.2878		M0,M+H+, 2x charged	0.24	1.16	2573	81066222	1.0	0.96	24759	1	81074222
F2659	374.0984	25.78	2146	C12H21N3O7S	singleton	25.12	26.83	3102	1224781	1.0	0.9	154	1	1238789
F2660	278.1904	41.01	kp138_277.1832		M0,M+H+	39.44	42.59	2574	11845674	1.0	0.98	893	1	11956731
F2662	358.2377	27.49	kp139_357.2307		M0,M+H+	26.7	28.67	3041	5686658	1.0	0.94	697	1	5702667
F2663	452.3947	0.37	2147	C25H53N2O3	singleton	0.11	1.16	3386	52354049	1.0	0.87	16355	1	52363049
F2664	358.8919	361.25	_singleton_2148	C12H8BrI	singleton	359.68	361.91	3042	1926806	1.0	0.97	162	1	1977471
F2665	358.8919	363.22	2149	C12H8BrI	singleton	361.91	364.8	3042	2947827	1.0	0.9	162	1	2982189
F2666	453.1675	28.8	kp131_414.204		M0,K/H	27.23	30.38	3387	1045895566	1.0	0.99	12534	1	1796269296
F2668	453.2537	27.62	2150	C30H32N2O2	singleton	26.7	28.14	3388	982171	1.0	0.92	155	1	994175
F2669	358.9471	3.13	2151	C7H5Cl2F9Si	singleton	2.21	4.7	3043	3014027	1.0	0.92	256	1	3017767
F2675	455.2906	31.43	kp141_454.2834		M0,M+H+	30.38	33.0	3392	8226007	1.0	0.98	776	1	8275139
F2677	455.3344	32.21	2154	C24H48O6	singleton	30.9	33.66	3394	3833302	1.0	0.99	388	1	3883491
F2678	376.2332	27.09	2155	C18H31NO6	singleton	25.91	28.01	3110	1967320	1.0	0.97	184	1	2015183
F2681	455.966	27.49	2157	C8F17N	singleton	26.31	28.14	3395	907458	0.75	0.87	8	1	947421
F2683	376.3416	28.14	kp426_375.3344		M0,M+H+	27.09	28.67	3112	1585305	1.0	0.94	268	1	1598311
F2690	457.2224	26.83	2160	C26H30O6	singleton	26.04	28.14	3400	6540649	1.0	0.98	733	1	6557656
F2692	360.1626	320.81	_singleton_2161	C15H23N5O4	singleton	319.24	322.39	3052	3467724	0.93	0.93	36	1	3496698
F2694	458.4206	26.7	2163	C27H52O4	singleton	26.04	27.49	3405	2137776	1.0	0.99	327	1	2194859
F2695	540.4472	0.37	2164	C28H58O8	singleton	0.11	1.16	3551	38501924	1.0	0.89	11000	1	38510924
F2696	360.2384	26.83	2165	C18H30O6	singleton	25.65	27.75	3053	1260036	1.0	0.97	146	1	1277042
F2700	540.8546	2.73	102829		singleton	2.21	4.31	3552	2373404	1.0	0.76	321	1	2409911
F2702	377.3255	27.75	_singleton_2168	C21H42O4	singleton	27.09	28.28	3115	1064327	1.0	0.99	193	1	1074330
F2703	459.3027	0.76	2170	C25H41N5OS	singleton	0.24	1.16	3408	2532307	1.0	0.97	7	1	2734701
F2706	378.2125	26.44	2173	C24H30N2S	singleton	25.39	28.01	3117	3157734	1.0	0.97	313	1	3178742
F2707	460.2694	28.93	kp142_459.2618		M0,M+H+	27.36	30.51	3409	619302264	1.0	0.99	8942	1	619327264
F2708	361.3325	2.34	2174	C21H42O3	singleton	1.95	3.26	3058	984601	1.0	0.97	171	1	1013286
F2713	463.131	26.17	2175	C20H20F4N2O3S	singleton	25.26	27.62	3412	4129056	1.0	0.99	451	1	4156393
F2714	463.2779	29.06	2176	C24H36N6O2	singleton	28.14	30.38	3413	3026394	1.0	0.92	304	1	3044403
F2717	465.3767	0.76	kp145_463.366		13C/12C,M+H+	0.11	1.95	3417	332229682	1.0	0.98	109300	1	984712255
F2719	467.348	157.62	kp146_466.3406		M0,M+H+	156.05	159.2	3419	88991060	1.0	0.99	6760	1	89016060
F2721	378.9544	349.83	_singleton_2177	C12H12Cl4N2O2	singleton	310.31	352.46	3121	14649287	0.74	0.88	4	1	14984631
F2722	378.9544	355.48	2178	C12H12Cl4N2O2	singleton	352.46	363.35	3121	20074019	0.75	0.74	4	1	5565556
F2723	468.3895	0.5	kp147_467.3819		M0,M+H+	0.11	1.29	3421	69518264	1.0	0.99	17579	1	69528264
F2724	469.1056	363.75	2179	C18H19ClN6O4S	singleton	362.57	365.32	3422	1420055	1.0	0.83	120	1	1453290
F2728	472.2486	28.01	2180	C24H40O7S	singleton	26.96	28.93	3426	10660348	0.92	0.8	1056	1	10676348
